"Product","Package ID","Status","Category","Tags","Strain","Vendor","Room","Available","Current price","Unit price (Inventory)","External package ID","Expiration date","Image URL","THC","THCA","CBD","CBN","Retail ID"
Rythm Runtz - 7g Popcorn Buds,1A4110300001CE9000183540,,Flower,Indica,[GTI] Runtz,GTI,Vault,82,75,75,1A4110300001CE9000183540,9/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/2a1833af-0fa6-4032-aaa8-8b0ae7823947.jpg,,,,,
Incredibles Watermelon Smash Gummy  - 100mg,1A4110300001CE9000183525,,Gummies,Gummies,No Strain,GTI,Vault,2,15,15,1A4110300001CE9000183525,12/9/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f580e18a-a1e0-4a7a-9b17-4b5aff7370d4.jpg,,,,,
Rythm Scotch & Soda - 3.5g,1A4110300001CE9000183541,,Flower,Indica,[GTI] Scotch & Soda,GTI,Vault,20,55,55,1A4110300001CE9000183541,10/20/2026,https://leaflogixmedia.blob.core.windows.net/product-image/63f1fdaa-6295-4aec-b576-03c874a710d9.jpg,,,,,
Rythm Cranberry Z - 3.5g,1A4110300001CE9000183539,,Flower,Indica,[GTI] Cranberry Z,GTI,Vault,50,55,55,1A4110300001CE9000183539,11/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/63093005-2da7-41f1-9185-c712489d92a5.jpg,,,,,
Incredibles Garden State Chocolate Bar - 100mg,1A4110300001CE9000183513,,Chocolates,Chocolate,No Strain,GTI,Vault,22,20,20,1A4110300001CE9000183513,12/9/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f58c5878-ed42-4717-9617-d9772606892a.jpg,,,,,
Rythm SWF Live Resin Vape Cartridge - 1g,1A4110300001CE9000183528,,Vapes,"Indica, Vape 1g, Live Resin",[GTI] SWF,GTI,Vault,40,67,67,1A4110300001CE9000183528,9/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ef6034b4-5ceb-4cd0-8a92-e03e57e19297.jpg,,,,,
Rythm VelcroZ Live Resin Cartridge- 1g,1A4110300001CE9000183498,,Vapes,"Sativa, Vape 2g, AIO, Liquid Diamonds",[GTI] VelcroZ,GTI,Vault,43,70,70,1A4110300001CE9000183498,9/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/3409a845-a1e8-4c67-ab2a-578e8dafbbf9.jpg,,,,,
Good Green Garlic Drip - 7g Mixed Buds,1A4110300001CE9000183538,,Flower,"Indica, Mixed Buds",[GTI] Garlic Drip,GTI,Backstock,25,65,65,1A4110300001CE9000183538,10/31/2026,https://leaflogixmedia.blob.core.windows.net/product-image/7e5a4196-2b51-45f5-a16f-947f2c515346.jpg,,,,,
Good Green Lemon Drip - 14g Mixed Buds,1A4110300001CE9000183537,,Flower,"Indica, Mixed Buds",[GTI] Lemon Drip,GTI,Vault,20,120,120,1A4110300001CE9000183537,11/5/2026,https://leaflogixmedia.blob.core.windows.net/product-image/29bfd5d4-79c9-4a63-949c-354b976164e2.jpg,,,,,
Good Green Gazzurple - 7g Mixed Buds,1A4110300001CE9000183536,,Flower,"Hybrid, Mixed Buds",[GTI] Gazzurple,GTI,Backstock,50,65,65,1A4110300001CE9000183536,10/31/2026,https://leaflogixmedia.blob.core.windows.net/product-image/080e342c-302b-42db-8a30-e0ae5e871d71.jpg,,,,,
Good Green Black Maple - 7g Mixed Buds,1A4110300001CE9000183535,,Flower,"Indica, Mixed Buds",[GTI] Black Maple,GTI,Backstock,50,65,65,1A4110300001CE9000183535,10/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b2d05bc5-2317-4c38-9eb8-699d153d882a.jpg,,,,,
Good Green Cereal Milk - 14g Mixed Buds,1A4110300001CE9000183534,,Flower,"Hybrid, Mixed Buds",[GTI] Cereal Milk,GTI,Vault,23,120,120,1A4110300001CE9000183534,11/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/3222f63d-fa88-4f84-9336-09c1080d910a.jpg,,,,,
Rythm Remix Maui Wowie Infused Preroll 1pk - 1g,1A4110300001CE9000183506,,Infused Pre-roll,"Sativa, Preroll Infused Pack",[GTI] Maui Wowie,GTI,Vault,19,25,25,1A4110300001CE9000183506,11/2/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f3f30a19-2fd1-4c6a-a402-f6562e20108a.jpg,,,,,
Rythm Remix Durban Poison Infused Preroll 1pk - 1g,1A4110300001CE9000183524,,Infused Pre-roll,"Sativa, Preroll 1g, Preroll Infused Pack",[GTI] Durban Poison,GTI,Vault,7,25,25,1A4110300001CE9000183524,10/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/45c9e505-53e4-442d-b7c5-4ced54cc91d9.jpg,,,,,
Incredibles Cherry-Lime Go-Time (14:1:1 THC:CBD:THCv) AIO Vape - 1g,1A4110300001CE9000183523,,Vapes,Vape 1g,[GTI] Cherry Lime Go Time,GTI,Vault,4,50,50,1A4110300001CE9000183523,12/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/48b5d78c-1171-4149-9056-e5f94dcf41f0.jpg,,,,,
Rythm Remix Strawberry Shortcake Infused Preroll 1pk - 1g,1A4110300001CE9000183520,,Infused Pre-roll,"Indica, Preroll 1g, Preroll Infused Pack",[GTI] Strawberry Shortcake,GTI,Vault,22,25,25,1A4110300001CE9000183520,10/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9304e0ea-a5e4-49d5-be16-40b33d5514ac.jpg,,,,,
Rythm Remix Strawberry Shortcake Infused Preroll 5pk - 2.5g,1A4110300001CE9000183519,,Infused Pre-roll,"Sativa, Preroll Infused Pack",[GTI] Strawberry Shortcake,GTI,Vault,2,45,45,1A4110300001CE9000183519,11/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b3eeaea1-7f4e-4643-a2e3-df901e3617fe.jpg,,,,,
Incredibles Lavender Vanilla (14:1:1 THC:CBDv:CBN) AIO Vape - 1g,1A4110300001CE9000183518,,Vapes,Vape 1g,[GTI] Lavender Vanilla,GTI,Vault,16,50,50,1A4110300001CE9000183518,11/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/79307b05-060d-4b5e-8618-531e76ad1e50.jpg,,,,,
Beboe Sparkling Pear Gummies 1:1 THC:CBG 5mg 20pk - 200mg,1A4110300001CE9000183515,,Edibles,Gummies,No Strain,GTI,Vault,1,20,20,1A4110300001CE9000183515,11/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/0b513904-335c-40ab-9488-f78a0b4d964d.jpg,,,,,
Rythm Remix Blue Dream Infused Preroll 1pk - 1g,1A4110300001CE9000183514,,Infused Pre-roll,"Indica, Preroll 1g, Preroll Infused Pack",[GTI] Blue Dream,GTI,Backstock,25,25,25,1A4110300001CE9000183514,10/25/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a5455d5a-5c81-40d9-9904-cc4199b0f4c2.jpg,,,,,
Incredibles Unstoppable Tropical (14:1:1 THC:THCv:CBDv) AIO Vape - 1g,1A4110300001CE9000183509,,Vapes,Vape 1g,[GTI] Unstoppable Tropical,GTI,Vault,18,50,50,1A4110300001CE9000183509,12/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/62953f1f-0a93-40fc-aad5-c0a9bfbf9abf.jpg,,,,,
&Shine Super Sour Diesel 1000mg Vape - 1g,1A4110300001CE9000183504,,Vapes,"Hybrid, Vape 1g",[GTI] Super Sour Diesel,GTI,Vault,5,48,48,1A4110300001CE9000183504,12/4/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b5f4953f-6115-4d74-840e-419e1d5a24de.jpg,,,,,
&Shine Sour Tangie 1000mg Vape - 1g,1A4110300001CE9000183502,,Vapes,"Hybrid, Vape 1g",[GTI] Sour Tangie,GTI,Vault,17,48,48,1A4110300001CE9000183502,12/6/2026,https://leaflogixmedia.blob.core.windows.net/product-image/46fc715b-ca13-4c1d-93a8-61fa02010964.jpg,,,,,
Rythm Durban Poison Infused Preroll 5pk - 2.5g,1A4110300001CE9000183501,,Infused Pre-roll,"Hybrid, Preroll Infused Pack",[GTI] Durban Poison,GTI,Vault,14,45,45,1A4110300001CE9000183501,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/55575267-cd37-4b03-99ee-c17ae4fefaaf.jpg,,,,,
&Shine Biscotti 1000mg Vape Cartridge - 1g,1A4110300001CE9000183499,,Vapes,"Hybrid, Vape 1g, Cartridge",[GTI] Biscotti,GTI,Vault,7,45,45,1A4110300001CE9000183499,10/11/2026,https://leaflogixmedia.blob.core.windows.net/product-image/0f0dc8eb-99a7-46b3-afe3-2a28672196d3.jpg,,,,,
Rythm Remix Pineapple Express Infused Preroll 5pk - 2.5g,1A4110300001CE9000183530,,Infused Pre-roll,"Hybrid, Preroll Infused Pack",[GTI] Pineapple Express,GTI,Vault,1,45,45,1A4110300001CE9000183530,11/2/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ce46b56b-325f-4133-b741-6f1c363b51d1.jpg,,,,,
Rythm Remix Pineapple Express Infused Preroll 1pk - 1g,1A4110300001CE9000183529,,Infused Pre-roll,"Hybrid, Preroll Infused Pack",[GTI] Pineapple Express,GTI,Backstock,25,25,25,1A4110300001CE9000183529,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/f90d3fb6-26c9-44d8-899f-89298f7b96c1.jpg,,,,,
Rythm Remix Strawberry Sour Diesel Infused Preroll 1pk - 1g,1A4110300001CE9000183497,,Infused Pre-roll,"Indica, Preroll 1g, Preroll Infused Pack",[GTI] Strawberry Sour Diesel,GTI,Vault,14,25,25,1A4110300001CE9000183497,11/5/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6b210be8-d9bd-433a-a8b6-9213a23d4d0e.jpg,,,,,
Rythm Remix Blue Z Infused Preroll 1pk - 1g,1A4110300001CE9000183496,,Infused Pre-roll,"Indica, Preroll 1g, Preroll Infused Pack",[GTI] Blue Z,GTI,Vault,16,25,25,1A4110300001CE9000183496,11/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/db7b2973-359f-4b6d-ac08-94e39aedc915.jpg,,,,,
Rythm Remix Mai Tai Infused Preroll 0.5g 5pk - 2.5g,1A4110300001CE9000183495,,Infused Pre-roll,"Sativa, Preroll Infused Pack",[GTI] Mai Tai,GTI,Vault,6,45,45,1A4110300001CE9000183495,10/23/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d9113e86-212c-43ae-9185-37073bdd6e28.jpg,,,,,
Rythm SWF Live Rosin Vape Cartridge - .5g,1A4110300001CE9000183493,,Vapes,"Indica, Vape .5g, Live Resin",[GTI] SWF,GTI,Vault,16,55,55,1A4110300001CE9000183493,9/11/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8d51a3c5-1dd2-46b1-9b51-5c3fa4d0675b.jpg,,,,,
Rythm Remix Watermelon Z Infused Preroll 1pk - 1g,1A4110300001CE9000183527,,Infused Pre-roll,"Indica, Preroll 1g, Preroll Infused Pack",[GTI] Watermelon Z,GTI,Vault,14,25,25,1A4110300001CE9000183527,2/17/2027,https://leaflogixmedia.blob.core.windows.net/product-image/824a86dd-2da7-400a-b6ab-2c8f05dee6f0.jpg,,,,,
Rythm Remix Mai Tai Infused Preroll 1pk - 1g,1A4110300001CE9000183512,,Infused Pre-roll,"Sativa, Preroll Infused Pack",[GTI] Mai Tai,GTI,Vault,13,25,25,1A4110300001CE9000183512,11/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/cf345f59-d554-43bf-8b12-6af331597a97.jpg,,,,,
Dr. Solomons Rescue Lotion - 200mg,1A4110300001CE9000183511,,Topical,,No Strain,GTI,Vault,3,45,45,1A4110300001CE9000183511,12/10/2026,https://leaflogixmedia.blob.core.windows.net/product-image/878a9de2-9004-480d-9a20-0278c4b74bd7.jpg,,,,,
Feelz Wedding Cake Preroll 1.25g 3pk - 3.75g,1A411030000170D000045670,,Pre-Rolls,Indica,[BAN] Wedding Cake,Bango,Vault,18,26,26,1A411030000170D000045670,11/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/70f202da-015e-449b-aa86-c50837564aa7.jpg,,,,,
Feelz Hooch Preroll 1.25g 3pk - 3.75g,1A411030000170D000045669,,Pre-Rolls,Indica,[BAN] Hooch,Bango,Vault,9,26,26,1A411030000170D000045669,7/17/2026,https://leaflogixmedia.blob.core.windows.net/product-image/bb6189b0-6429-49b6-9651-39823999610c.jpg,,,,,
Elyon Lemon Cherry Gelato - 3.5g,1A411030000170D000045674,,Flower,Indica,[BAN] Lemon Cherry Gelato,Bango,Vault,19,40,40,1A411030000170D000045674,10/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/28d9bfed-22b5-4710-8805-32815dcb6400.jpg,,,,,
Elyon Terpee Slurpee - 3.5g,1A411030000170D000045673,,Flower,Indica,[BAN] Terpee Slurpee,Bango,Vault,6,40,40,1A411030000170D000045673,10/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/069476f9-ff38-44c7-8d23-45f2d58cdd01.jpg,,,,,
Dank Diamonds Princess Cut Infused Preroll 2pk - 1.5g,1A4110300007B71000019548,,Infused Pre-roll,"Indica, Preroll Pack, Preroll Infused Pack",[ban] Princess Cut,Bango MIPS,Receiving Room,25,28,28,1A4110300007B71000019548,11/21/2026,https://leaflogixmedia.blob.core.windows.net/product-image/1f129146-62b7-44bb-9a5b-776b0a82e026.jpg,,,,,
Bango Bites Sour Punch Gummies 10pk - 100mg,1A4110300007B71000019554,,Gummies,Gummies,No Strain,Bango MIPS,Vault,27,16,16,1A4110300007B71000019554,8/20/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9bf19d0b-565d-46a2-9471-82f3dbf86c32.jpg,,,,,
Dank Diamonds Princess Cut Mini Hemp Blunt 5pk - 3.5G,1A4110300007B71000019551,,Infused Pre-roll,"Hybrid, Preroll Infused Pack, Blunt",[ban] Princess Cut,Bango MIPS,Vault,9,65,65,1A4110300007B71000019551,11/4/2026,https://leaflogixmedia.blob.core.windows.net/product-image/41268d62-d526-4931-8771-aa30414877ea.jpg,,,,,
Dank Diamonds Marquise Cut Mini Hemp Blunt 5pk - 3.5G,1A4110300007B71000019550,,Infused Pre-roll,"Hybrid, Preroll Infused Pack, Blunt",[ban] Marquise Cut,Bango MIPS,Vault,19,65,65,1A4110300007B71000019550,11/15/2026,https://leaflogixmedia.blob.core.windows.net/product-image/cd0a1406-42c0-4b8e-9306-d90cf097c30e.jpg,,,,,
Good Green Dulce De Uva - 7g Mixed Buds,1A4110300001CE9000182117,,Flower,,[GTI] Dulce De Uva,GTI,Quarantine Room,1,65,65,1A4110300001CE9000182117,9/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/90516d17-3c14-4001-9f8d-ed0cc1ad8183.jpg,,,,,
Green Joy Pineapple Donut - 14g,1A4110300005461000022941,,Flower,,[GM] Pineapple Donut,Green Medicine NJ,Vault,17,110,110,1A4110300005461000022941,11/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/be7926ea-3f39-4f10-9d65-ed228e18cd98.jpg,,,,,
Garden State Exotix Platinum Punch 3.5g,1A4110300009922000002088,,Flower,,[GSE] Midnight Honey,Garden State Exotix LLC,Vault,15,32,32,1A4110300009922000002088,7/16/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b0be42d7-0c0e-4909-baf3-65526e3a5b1e.jpg,,,,,
(Sample) Rosin King Hawaiian Fruitcake Live Rosin Vape Cartridge - 1g,1A4110300007595000029552,,Vapes,"Vape 1g, Live Rosin",[GLM] Sitting In Traffic,Glass Meadows MIPS,Vault,1,0.05,0.05,1A4110300007595000029552,10/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/75a6754d-8727-45f6-a4c4-dff4117c6377.jpg,80.27 %,25.81 %,0.00 %,0.10 %,
Glass Meadows Jersey Boof - 3.5g Small Buds,1A4110300007595000032081,,Flower,Hybrid,[GLM] Jersey Boof,Glass Meadows MIPS,Vault,21,35,35,1A4110300007595000032081,11/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9efa01b1-c7e4-42e4-ab50-25e161caf7ad.jpg,27.40 %,30.96 %,0.00 %,0.00 %,
Glass Meadows Fluff Cake Mixed Buds - 3.5g,1A4110300007595000032080,,Flower,Indica,[GLM] Fluff Cake,Glass Meadows MIPS,Vault,11,40,40,1A4110300007595000032080,11/27/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9488277a-01bc-409a-a17c-07a884e16ac5.jpg,27.69 %,31.41 %,0.00 %,0.00 %,
Jersey Sauce Boss Papaya Crush Live Badder - 2g,1A4110300007595000032072,,Concentrate,Live Badder,[GLM] Papaya Crush,Glass Meadows MIPS,Vault,14,95,95,1A4110300007595000032072,10/29/2026,https://leaflogixmedia.blob.core.windows.net/product-image/43dd3f83-d9ae-4198-8f06-01eaf12be86b.jpg,74.20 %,82.27 %,0.00 %,0.00 %,
Rosin King Slurricane Live Rosin Jam - 2g,1A4110300007595000032071,,Concentrate,"Rosin, Live Rosin",[GLM] Slurricane,Glass Meadows MIPS,Vault,10,120,120,1A4110300007595000032071,10/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/08ee78e1-0682-494b-a64d-5c84db58fa21.jpg,70.99 %,53.74 %,0.00 %,0.00 %,
Rosin King GMO Cold Cured Live Rosin - 2g,1A4110300007595000032076,,Concentrate,"Rosin, Live Rosin",[GLM] GMO,Glass Meadows MIPS,Vault,7,120,120,1A4110300007595000032076,11/19/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9fb90476-d7ae-4247-b218-79bfd2cc4472.jpg,77.41 %,80.53 %,0.00 %,0.00 %,
Jersey Sauce Boss Super Lemon Haze Live Badder - 1g,1A4110300007595000032074,,Concentrate,Live Badder,[GLM] Super Lemon Haze,Glass Meadows MIPS,Vault,1,60,60,1A4110300007595000032074,11/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/2344bb3d-1c4d-4d1c-9c3f-37c0ca003f3c.jpg,70.79 %,71.04 %,0.00 %,0.00 %,
Rosin King GMO Cold Cured Live Rosin - 1g,1A4110300007595000032073,,Concentrate,"Rosin, Live Rosin",[GLM] GMO,Glass Meadows MIPS,Vault,9,80,80,1A4110300007595000032073,11/13/2026,https://leaflogixmedia.blob.core.windows.net/product-image/11e622b2-4b66-4172-baba-deafc709f381.jpg,76.40 %,79.21 %,0.00 %,0.00 %,
Rosin King Fluff Cake Live Rosin AIO - 0.5g,1A4110300007595000032063,,Vapes,"Vape .5g, Live Rosin, AIO",[GLM] Fluff Cake,Glass Meadows MIPS,Vault,4,50,50,1A4110300007595000032063,10/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6d333efa-c6df-475f-9598-05ffcd3736c3.jpg,78.50 %,26.45 %,0.00 %,0.00 %,
Green Joy  Sativa  0.5g Preroll Variety Pack #1  - 1.5g,1A4110300005461000022779,,Pre-Rolls,,[GM] Variety,Green Medicine NJ,Vault,49,20,20,1A4110300005461000022779,11/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a910493c-46da-4207-8ffc-39799c70c969.jpg,,,,,
Big Red Barn Ouzo 4 - 14g Smalls,1A4110300005461000022771,,Flower,,[GM] Ouzo,Green Medicine NJ,Vault,3,80,80,1A4110300005461000022771,11/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/89c24c89-63a0-4274-81bc-a0870e2e8efe.jpg,,,,,
Big Red Barn Mind Melter - 14g Smalls,1A4110300005461000022770,,Flower,,[GM] Mind Melter,Green Medicine NJ,Vault,1,80,80,1A4110300005461000022770,11/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d78b1bd1-5c32-483a-ab94-f765a6f6eda5.jpg,,,,,
Big Red Barn Truffaloha - 14g Smalls,1A4110300005461000022769,,Flower,,[GM] Truffaloha,Green Medicine NJ,Vault,20,80,80,1A4110300005461000022769,10/7/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a62ff88a-0cfa-449a-8659-a58f69281f33.jpg,,,,,
Gruv Cereal Milk Live Rosin AIO Disposable - 0.5g,1A411030000814D000008027,,All-in-one Disposable,"Vape .5g, Rosin, AIO",[GL] Cereal Milk,Green Lightning MIPS,Vault,10,50,50,1A411030000814D000008027,11/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/b11670fe-25e4-4b55-b922-7eb56217674a.jpg,,,,,
(Sample) Coast Blissful Blueberry Soft Lozenge 4pk - 20mg,1A4110300000004000043838,,Edibles,,No Strain,Columbia Care New Jersey LLC,Vault,1,0.01,0.01,1A4110300000004000043838,9/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9b8f19c4-79c7-4500-aff3-8d3726b35280.jpg,,,,,
Panda Farms Gush Mints Preroll - 1g,1A41103000089E5000002970,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Gush Mints,GSCC Management,Vault,7,15,15,1A41103000089E5000002970,7/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/25a31e6d-f687-40e9-bf4b-b9eedba5ddd6.jpg,,,,,
Panda Farms Grape Canyon Zkittles Preroll - 1g,1A41103000089E5000003316,,Pre-Rolls,"Indica, Preroll 1g",[PF] Grape Canyon Zkittles,GSCC Management,Backstock,36,15,15,1A41103000089E5000003316,8/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8fff81e7-db6e-4afa-81d3-25c4c0bffe39.jpg,,,,,
Panda Farms Grape Canyon Zkittles Preroll - 1g,1A41103000089E5000003317,,Pre-Rolls,"Indica, Preroll 1g",[PF] Grape Canyon Zkittles,GSCC Management,Vault,11,15,15,1A41103000089E5000003317,8/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/8fff81e7-db6e-4afa-81d3-25c4c0bffe39.jpg,,,,,
Panda Farms Apple Fritter Preroll - 1g,1A41103000089E5000003924,,Pre-Rolls,"Hybrid, Preroll 1g",[PF] Apple Fritter,GSCC Management,Vault,8,15,15,1A41103000089E5000003924,1/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/fba3ba52-eb95-42e0-8166-a0b9293396df.jpg,,,,,
Panda Farms Trop Nana Pre-roll - 1g,1A41103000089E5000003925,,Pre-Rolls,"Sativa, Blunt 1.5g",[PF] Tropicana Banana,GSCC Management,Backstock,23,17,17,1A41103000089E5000003925,5/8/2027,https://leaflogixmedia.blob.core.windows.net/product-image/d659d46e-5ba7-41ad-9f74-8a6d8ba913d3.jpg,,,,,
Old Pal Golden Berry Cobbler Ready To Roll Ground Flower- 7g,1A4110300000003000106554,,Flower,,[CC] Golden Berry Cobbler,Columbia Care New Jersey LLC,Vault,2,50,44,1A4110300000003000106554,12/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9f11f18d-797f-4ff0-bfa4-ef6bc399e6ed.jpg,,,,,
Old Pal Golden Berry Cobbler Ready To Roll Ground Flower- 7g,1A4110300000003000106555,,Flower,,[CC] Golden Berry Cobbler,Columbia Care New Jersey LLC,Backstock,30,50,44,1A4110300000003000106555,12/14/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9f11f18d-797f-4ff0-bfa4-ef6bc399e6ed.jpg,,,,,
Old Pal Forbidden Fruit Cake Preroll 0.5g 2pk - 1g,1A4110300000003000093706,,Pre-Rolls,"Hybrid, Preroll Pack",[CC] Forbidden Fruit Cake,Columbia Care New Jersey LLC,Vault,3,13,13,1A4110300000003000093706,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/78847c42-bd11-43e5-9a25-947ca81a0336.jpg,,,,,
Old Pal Blue Gelato Preroll 0.5g 2pk - 1g,1A4110300000003000105797,,Pre-Rolls,"Hybrid, Preroll Pack",[CC] Blue Gelato,Columbia Care New Jersey LLC,Vault,5,13,13,1A4110300000003000105797,12/22/2026,https://leaflogixmedia.blob.core.windows.net/product-image/841dd703-3e26-4615-b1f9-ef09c48fbf60.jpg,,,,,
Coast Goodnight Grape 5:1 CBN:THC Soft Lozenge 20pk - 100mg,1A4110300000004000043842,,Edibles,,No Strain,Columbia Care New Jersey LLC,Vault,3,25,25,1A4110300000004000043842,11/3/2026,https://leaflogixmedia.blob.core.windows.net/product-image/ed7771e3-71f4-446e-9601-574dd3bcf61b.jpg,102.10 mg/g,0.00 mg/g,0.00 mg/g,7.27 mg/g,
Coast Boysenberry Soft Lozenge 20pk - 100mg,1A4110300000004000043839,,Edibles,"Sativa, Gummies, 1:1:1",indica,Columbia Care New Jersey LLC,Vault,22,25,25,1A4110300000004000043839,10/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/99d4ed9e-3351-4ff6-a2d3-3f41fcfef5d3.jpg,,,,,
Coast Blissful Blueberry Soft Lozenge 20pk - 100mg,1A4110300000004000043837,,Edibles,"Sativa, Gummies, 1:1:1",No Strain,Columbia Care New Jersey LLC,Vault,15,25,25,1A4110300000004000043837,11/8/2026,https://leaflogixmedia.blob.core.windows.net/product-image/0fb331e4-bf83-4bca-a861-ad70954bba03.jpg,,,,,
Coast Peach Soft Lozenge 20pk - 1mg,1A4110300000004000043843,,Edibles,"Sativa, Gummies, 1:1:1",No Strain,Columbia Care New Jersey LLC,Vault,32,25,25,1A4110300000004000043843,10/20/2026,https://leaflogixmedia.blob.core.windows.net/product-image/d49359a2-e30d-477b-a3ca-2a10b8220200.jpg,,,,,
Coast Cranberry Pomegranate Soft Lozenge CBN:CBD:THC 5mg 20pk - 100mg,1A4110300000004000043841,,Edibles,"Indica, Gummies, 1:1:1",No Strain,Columbia Care New Jersey LLC,Vault,21,25,25,1A4110300000004000043841,10/25/2026,https://leaflogixmedia.blob.core.windows.net/product-image/6d548cfe-b291-4413-b3d6-e742f29db1ef.jpg,,,,,
COAST | Cherry 2:1 (CBD:THC) Soft Lozenges | 20 Pack (100mg),1A4110300000004000043840,,Edibles,"Sativa, Gummies, 1:1:1",No Strain,Columbia Care New Jersey LLC,Vault,30,25,25,1A4110300000004000043840,11/1/2026,https://leaflogixmedia.blob.core.windows.net/product-image/871b3821-6629-4886-a2e0-eb9475116d01.jpg,,,,,
(Sample) Coast Blissful Blueberry Soft Lozenge 4pk - 20mg,1A4110300000004000043838,,Edibles,,No Strain,Columbia Care New Jersey LLC,Sample Room,6,0.01,0.01,1A4110300000004000043838,9/24/2026,https://leaflogixmedia.blob.core.windows.net/product-image/9b8f19c4-79c7-4500-aff3-8d3726b35280.jpg,,,,,
(Sample) Coast Tangerine Soft Lozenge 4pk - 20mg,1A4110300000004000043846,,Edibles,,No Strain,Columbia Care New Jersey LLC,Sample Room,8,0.01,0.01,1A4110300000004000043846,10/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/62292b4b-0783-433a-8ce6-401a64179d70.jpg,,,,,
Veda Warrior Coconut Oil - 100mg,1A4110300000004000043847,,Edibles,Olive Oil,No Strain,Columbia Care New Jersey LLC,Vault,8,33,33,1A4110300000004000043847,11/12/2026,https://leaflogixmedia.blob.core.windows.net/product-image/a01a65d3-af34-4831-8ed9-124c1158dfab.jpg,,,,,
Incredibles Snoozzzeberry Chocolate Bar  - 120mg (5:1 THC:CBN),1A4110300001CE9000182107,,Edibles,Gummies,No Strain,GTI,Vault,3,20,20,1A4110300001CE9000182107,11/28/2026,https://leaflogixmedia.blob.core.windows.net/product-image/85dfa6a8-e81e-4b3b-af3d-efc7145d2544.jpg,,,,,
Incredibles Red Velvet Cake Chocolate Bar - 100mg,1A4110300001CE9000182111,,Chocolates,Chocolate,[GTI] Red Velvet Cake,GTI,Vault,31,20,20,1A4110300001CE9000182111,11/20/2026,https://leaflogixmedia.blob.core.windows.net/product-image/2e368ff8-bb69-4fcf-9521-965184290b34.jpg,,,,,
Incredibles Mile High Mint Chocolate Bar - 100mg,1A4110300001CE9000182092,,Chocolates,Chocolate,No Strain,GTI,Vault,14,20,20,1A4110300001CE9000182092,11/20/2026,https://leaflogixmedia.blob.core.windows.net/product-image/66576bd3-b483-4904-9075-6d3475683312.jpg,,,,,
